order_id,transaction_type,conduct_type,notification_issue,gun_jumping_type,voluntary_disclosure,cooperation,mitigating_factors,aggravating_factors,penalty_rationale,legal_issue_summary,outcome_summary,transaction_value,delay_duration_days,date_of_closing,date_of_notification,closed_before_approval,control_exercised_before_approval,information_rights_exercised,penalty_reduced,intelligence_source_page,intelligence_source_text,intelligence_issues
CCI-994,Share Subscription,,,,,,,,,,,,,,,,,,,2,"moter group companies of MBECL), are required to jointly make an open offer to the public shareholders of MBECL to acquire up to 26 percent of the shares in MBECL. According to the Acquirer, post the subscription of shares by EMC and the acquisition of the shares in the open offer, MBECL will be under the joint control of EMC and the Promoter group. 3. In this regard, it is observed that MKN Investment Private Limited",no recognised conduct pattern found - conduct_type left blank
CCI-1105,Share Purchase,Failure to notify,"In the instant case, it is observed that the Investors failed to give notice of the combination to the Commission within thirty days of execution of the SPA 1 dated 31",Failure to notify,,,mitigating factors: 7.,,"owever, considering the totality of the facts of the case and the submissions made by the Investors, the Commission deemed it appropriate to impose a penalty of INR 5,00,000/- (INR five lakh only) on the Investors. COMPETITION COMMISSION OF INDIA Fair Competition For Greater Good C-2015/05/276 Page 10 of 10 14. The Invest",,"owever, considering the totality of the facts of the case and the submissions made by the Investors, the Commission deemed it appropriate to impose a penalty of INR 5,00,000/- (INR five lakh only) on the Investors. COMPETITION COMMISSION OF INDIA Fair Competition For Greater Good C-2015/05/276 Page 10 of 10 14. The Invest",,388,,,,,,Yes,9,"notice to the Commission, disclosing the details of the combination, within thirty days of execution of any binding agreement or other document. In the instant case, it is observed that the Investors failed to give notice of the combination to the Commission within thirty days of execution of the SPA 1 dated 31.03.2015 i.e. by 30.04.2015. 11. It is further noted that the Hon’ble Supreme Court has held in The Chairman,",
CCI-1113,Amalgamation,Delayed notification,"Since the Commission, in exercise of the said powers under sub-section (1) of Section 20 of the Act, has already examined the said amalgamation and found that the same is not likely to cause any appreciable adverse effect on competition in India, the initiation of a separate inquiry in terms of section 43A of the Act for allegedly a belated filing of notice under sub-section (2) of Section 6 of the Act is akin to initiating prosecution for the same offence twice, which is barred under Article 20(2) of the Constitution of India as such action suffers from the vice of double jeopardy and is not legally permissible and may be ultra vires the provisions of Article 20(2) of the Constitution of India",Delayed notification,,Partial,,,"antum of penalty, the Commission, considered the specificities of the case and explanation given by the Parties and deemed it appropriate to impose a penalty of INR 1,00,000/- (INR One lakh only) on the Parties. The Parties shall pay the penalty within sixty (60) days from the date of receipt of this order. 13. The Secret",,"antum of penalty, the Commission, considered the specificities of the case and explanation given by the Parties and deemed it appropriate to impose a penalty of INR 1,00,000/- (INR One lakh only) on the Parties. The Parties shall pay the penalty within sixty (60) days from the date of receipt of this order. 13. The Secret",,,,,,,,,4,"gamation and found that the same is not likely to cause any appreciable adverse effect on competition in India, the initiation of a separate inquiry in terms of section 43A of the Act for allegedly a belated filing of notice under sub-section (2) of Section 6 of the Act is akin to initiating prosecution for the same offence twice, which is barred under Article 20(2) of the Constitution of India as such action s",
CCI-1117,Amalgamation,Failure to notify,"It was further submitted that since the decision was taken in exercise of statutory powers of the Government, it could not have been considered as “failure to notify” in terms of section 43A of the Act",Failure to notify,Yes,Partial,,,"he combination being effectuated immediately upon issuance of Notification and explanation given by the Parties and deemed it appropriate to impose a penalty of INR 1,00,000/- (INR One lakh only) on the Parties. The Parties shall pay the penalty within sixty (60) days from the date of receipt of this order. 13. The Secret",Proceedings under Section 43A of the Act 6,"he combination being effectuated immediately upon issuance of Notification and explanation given by the Parties and deemed it appropriate to impose a penalty of INR 1,00,000/- (INR One lakh only) on the Parties. The Parties shall pay the penalty within sixty (60) days from the date of receipt of this order. 13. The Secret",,,,,,,,,3,"lve any decision making on the part of the Parties. It was further submitted that since the decision was taken in exercise of statutory powers of the Government, it could not have been considered as “failure to notify” in terms of section 43A of the Act. 9.2. That the Combination is in public interest and has been effected with the view to provide better customer service by having better infrastructure, computeris",
CCI-1109,Amalgamation,Failure to notify,"In view of the foregoing, it emerges that the Acquirer has failed to give notice to the Commission in accordance with the provision of sub-section (2) of Section 6 and has also given effect to the combination, in contravention of sub-section (2A) of Section 6 of the Act, which attracts penalty under Section 43A of the Act",Failure to notify,Yes,,,,"ng the quantum of penalty. In view of the foregoing, applying the principles of proportionality, the Commission considered it appropriate to impose a penalty of INR 25,00,000/- (INR twenty-five lakhs only) on the Acquirer. COMPETITION COMMISSION OF INDIA Fair Competition For Greater Good C-2015/08/298 Page 11 of 11 20. The",,"ng the quantum of penalty. In view of the foregoing, applying the principles of proportionality, the Commission considered it appropriate to impose a penalty of INR 25,00,000/- (INR twenty-five lakhs only) on the Acquirer. COMPETITION COMMISSION OF INDIA Fair Competition For Greater Good C-2015/08/298 Page 11 of 11 20. The",,,,,,,,,10,"act the levy of penalty irrespective of the fact whether the contravention was made by the defaulter with any guilty intention or not…”. 18. In view of the foregoing, it emerges that the Acquirer has failed to give notice to the Commission in accordance with the provision of sub-section (2) of Section 6 and has also given effect to the combination, in contravention of sub-section (2A) of Section 6 of the Act, which at",
CCI-1114,Amalgamation,Failure to notify,"In view of the foregoing, the Commission is of the opinion that the Acquirer failed to give notice to the Commission in accordance with the requirements of sub-section (2) of Section 6 of the Act which attracts penalty under Section 43A of the Act",Failure to notify,,,,,"COMPETITION COMMISSION OF INDIA Fair Competition For Greater Good C-2015/12/349 Page 15 of 15 PUBLIC Commission considered it appropriate to impose a penalty of INR 25,00,000/- (INR twenty- five lakhs only) on the Acquirer, which is well within the limits as prescribed under the Act. 12. The Acquirer shall pay the penalty",,"COMPETITION COMMISSION OF INDIA Fair Competition For Greater Good C-2015/12/349 Page 15 of 15 PUBLIC Commission considered it appropriate to impose a penalty of INR 25,00,000/- (INR twenty- five lakhs only) on the Acquirer, which is well within the limits as prescribed under the Act. 12. The Acquirer shall pay the penalty",,,,,,,,No,14,"nalty irrespective of the fact whether the contravention was made by the defaulter with any guilty intention or not…”. 10. In view of the foregoing, the Commission is of the opinion that the Acquirer failed to give notice to the Commission in accordance with the requirements of sub-section (2) of Section 6 of the Act which attracts penalty under Section 43A of the Act. Section 43A of the Act reads as under: “If any pe",
CCI-1135,Acquisition,Pre-closing consummation,The Acquirer further referred to various clauses of the SPA which provide for approval from the Commission as a primary requirement for consummation of the Combination and submitted that they had neither the intention to consummate nor had consummated the transaction prior to approval from the Commission,Pre-closing consummation,,Partial,,,"nd that the Acquirer has cooperated fully with the Commission. In view of the foregoing, the Commission considered it appropriate to impose a nominal penalty of INR 5,00,000/- (INR Five Lakhs only) on the Acquirer, which is approximately 0.0009 percent of the combined value of turnover of the Parties. The Acquirer shall p",Proceedings under Section 43A of the Act 3,"nd that the Acquirer has cooperated fully with the Commission. In view of the foregoing, the Commission considered it appropriate to impose a nominal penalty of INR 5,00,000/- (INR Five Lakhs only) on the Acquirer, which is approximately 0.0009 percent of the combined value of turnover of the Parties. The Acquirer shall p",,,,,Yes,,,Yes,5,clauses of the SPA which provide for approval from the Commission as a primary requirement for consummation of the Combination and submitted that they had neither the intention to consummate nor had consummated the transaction prior to approval from the Commission. It has been submitted that the Acquirer exhibited promptness in responding to the queries from the Commission and were proactive in assisting the Commission. It has also,
CCI-1112,Amalgamation,Delayed notification,"4 As regards the argument of the Acquirer that omission to file the notice was a technical or venial breach, it is noted that in the instant case the Acquirers have not merely delayed filing of the notice with the Commission but also failed to file the notice with the Commission",Delayed notification,Yes,,,,"rdingly while considering the totality of factors and applying the principles of proportionality, the Commission considers it appropriate to impose a penalty of INR 2,00,000/- (INR two lakh only) on the Acquirers, which is approximately 0.0001 per cent of the combined value of worldwide assets of the parties to the combin",proceedings under Section 43A of the Act,"rdingly while considering the totality of factors and applying the principles of proportionality, the Commission considers it appropriate to impose a penalty of INR 2,00,000/- (INR two lakh only) on the Acquirers, which is approximately 0.0001 per cent of the combined value of worldwide assets of the parties to the combin",,,,,,,,No,7,"ection 6 of the Act. 15.4 As regards the argument of the Acquirer that omission to file the notice was a technical or venial breach, it is noted that in the instant case the Acquirers have not merely delayed filing of the notice with the Commission but also failed to file the notice with the Commission. In the event that the Commission would not have taken suo moto cognisance of the combination, it would have e",
CCI-1115,Acquisition,Delayed notification,The fact of delayed filing and consummation of the Combination before obtaining approval of the Commission in contravention of Section 6(2) of the Act is not disputed by the Acquirer,Delayed notification,,,"mitigating factors submitted by the parties have to be, therefore, assessed in the above backdrop of the seriousness of the violation itself.",,"s omission and sought lenient view and pleaded for no penalty. In view of the foregoing, the Commission considered it appropriate to impose a nominal penalty of INR 1,00,000/- (INR One Lakh only) on the Acquirer, which is approximately 0.00002 percent of the combined value of assets of the Parties. The Acquirer shall pay",Proceedings under Section 43A of the Act 4,"s omission and sought lenient view and pleaded for no penalty. In view of the foregoing, the Commission considered it appropriate to impose a nominal penalty of INR 1,00,000/- (INR One Lakh only) on the Acquirer, which is approximately 0.00002 percent of the combined value of assets of the Parties. The Acquirer shall pay",,,,,,,,Yes,4,-2015-02-249 (Notice given by Piramal Enterprises Limited). COMPETITION COMMISSION OF INDIA (Combination Registration No. C-2016/02/373) Page 4 of 6 Fair Competition For Greater Good 7.1. The fact of delayed filing and consummation of the Combination before obtaining approval of the Commission in contravention of Section 6(2) of the Act is not disputed by the Acquirer. The Acquirer has only requested the Commis,
CCI-480,Acquisition,,,,,Partial,,,"ing the quantum of penalty. In view of the foregoing, applying the principles of proportionality, the Commission considers it appropriate to impose a penalty of INR 1,000,000/- (INR one million only) on the Acquirer, which is approximately 0.00003 per cent of the combined value of worldwide assets of the Parties. 15. The A",,"ing the quantum of penalty. In view of the foregoing, applying the principles of proportionality, the Commission considers it appropriate to impose a penalty of INR 1,000,000/- (INR one million only) on the Acquirer, which is approximately 0.00003 per cent of the combined value of worldwide assets of the Parties. 15. The A",,,,,,,,,9,"ing the quantum of penalty. In view of the foregoing, applying the principles of proportionality, the Commission considers it appropriate to impose a penalty of INR 1,000,000/- (INR one million only) on the Acquirer, which is approximately 0.00003 per cent of the combined value of worldwide assets of the Parties. 15. The A",no recognised conduct pattern found - conduct_type left blank
CCI-1104,,,,,,,,,,,,,,,,,,,,,,no extracted text available (PDF unreadable or scanned)
CCI-1131,Joint Venture,Delayed notification,"14 As regards the argument of the Acquirer that it was merely a procedural bonafide error and should not outweigh the substantive approval, it is noted that in the instant case the Acquirer has not merely delayed filing of the notice with the Commission but also failed to file the notice with the Commission",Delayed notification,Yes,Partial,,,"ng the quantum of penalty. In view of the foregoing, applying the principles of proportionality, the Commission considered it appropriate to impose a penalty of INR 1,00,00,000/- (INR one crore only) on the Acquirer, which is approximately 0.00009 per cent of the combined value of worldwide assets of the Parties. 19. The Acq",Proceedings under Section 43A of the Act 5,"ng the quantum of penalty. In view of the foregoing, applying the principles of proportionality, the Commission considered it appropriate to impose a penalty of INR 1,00,00,000/- (INR one crore only) on the Acquirer, which is approximately 0.00009 per cent of the combined value of worldwide assets of the Parties. 19. The Acq",,,,,,,,No,11,"regards the argument of the Acquirer that it was merely a procedural bonafide error and should not outweigh the substantive approval, it is noted that in the instant case the Acquirer has not merely delayed filing of the notice with the Commission but also failed to file the notice with the Commission. In the event that the Commission would not have taken suo moto cognisance of the combination, it would have e",
CCI-1103,Share Purchase,Failure to notify,"The Acquirer also submitted a number of mitigating factors to be considered by the Commission in levying a penalty on the Acquirer, including that PEL is a competition law complaint organization, that PEL has exercised limited veto rights, that the combination caused no appreciable adverse effect on competition (“AAEC”) in the relevant markets, that the failure to give notice of the SCL Transaction was on account COMPETITION COMMISSION OF INDIA (Combination Registration No",Failure to notify,Yes,,,aggravating factor.,"ated the combination which may be considered as an aggravating factor. In view of the foregoing, the Commission considered it appropriate to impose a penalty of INR 5 Crore (INR 5,00,00,000/- only) on the Acquirer, which is approximately 0.005% of the combined value of the worldwide assets of the combination. 11. The Acquirer is directed",,"ated the combination which may be considered as an aggravating factor. In view of the foregoing, the Commission considered it appropriate to impose a penalty of INR 5 Crore (INR 5,00,00,000/- only) on the Acquirer, which is approximately 0.005% of the combined value of the worldwide assets of the combination. 11. The Acquirer is directed",,,,,,,,No,5,"competition law complaint organization, that PEL has exercised limited veto rights, that the combination caused no appreciable adverse effect on competition (“AAEC”) in the relevant markets, that the failure to give notice of the SCL Transaction was on account COMPETITION COMMISSION OF INDIA (Combination Registration No. C-2015/02/249) Page 5 of 5 Fair Competition For Greater Good of an incorrect understanding of the d",
CCI-1108,Amalgamation,Delayed notification,"Thus, giving an excuse that notifiability was determined in pre-filing consultation is not a valid ground for delayed filing or giving effect to a combination in contravention of the provisions of sub-section (2) of Section 6 of the Act, 10",Delayed notification,,Partial,,,"es themselves approached the Commission for a pre-filing consultation. In view of the foregoing, the Commission considered it appropriate to impose a penalty of INR 1,00,00,000/- (INR one crore only) on the Acquirer, which is approximately 0.0005 per cent of the combined value of worldwide assets of the Parties. The Acquirer",Proceedings under Section 43A of the Act 4,"es themselves approached the Commission for a pre-filing consultation. In view of the foregoing, the Commission considered it appropriate to impose a penalty of INR 1,00,00,000/- (INR one crore only) on the Acquirer, which is approximately 0.0005 per cent of the combined value of worldwide assets of the Parties. The Acquirer",,,,,,,,Yes,8,"he time the Commission issues an order under Section 31 of the Act, whichever is earlier. Thus, giving an excuse that notifiability was determined in pre-filing consultation is not a valid ground for delayed filing or giving effect to a combination in contravention of the provisions of sub-section (2) of Section 6 of the Act, 10.8 In relation to the argument of the Acquirer that there was uncertainty as to whet",
CCI-1100,Joint Venture,Failure to notify,"In the present case, in order to establish that the Acquirers failed to give notice regarding the proposed combination to the Commission in accordance with sub-section (2) of Section 6 of the Act, the following three facts are required to be established: i",Failure to notify,Yes,,mitigating factor for imposition of penalty.,,"t consummated by the Acquirers without the approval of the Commission. In view of the foregoing, the Commission considered it appropriate to impose a penalty of INR 5,00,00,000/- (INR five crore only) on the Acquirers, which is approximately 0.0001 per cent of the combined value of worldwide assets of the Parties. The Acquir",,"t consummated by the Acquirers without the approval of the Commission. In view of the foregoing, the Commission considered it appropriate to impose a penalty of INR 5,00,00,000/- (INR five crore only) on the Acquirers, which is approximately 0.0001 per cent of the combined value of worldwide assets of the Parties. The Acquir",,,,,,,,No,6,"tatutory Authority, the date of such communication shall be deemed to be the date of execution of the other document for acquisition. 13. In the present case, in order to establish that the Acquirers failed to give notice regarding the proposed combination to the Commission in accordance with sub-section (2) of Section 6 of the Act, the following three facts are required to be established: i. The Acquirers had an inte",
CCI-1106,Joint Venture,Failure to notify,"Thus, in view of the foregoing, the Commission observed that the Parties failed to give notice to the Commission within the time period of 30 days of execution of the agreement for acquisition, i",Failure to notify,,,,,"oluntarily filed the notice with the Commission before giving effect to the combination, the Commission considered it appropriate to impose a nominal penalty of INR 5,00,000/- (INR Five Lakhs only) on the Parties. The Parties shall pay the penalty within sixty (60) days from the date of receipt of this order. 9. The Secre",proceedings under Section 43A of the Act be initiated against the Parties,"oluntarily filed the notice with the Commission before giving effect to the combination, the Commission considered it appropriate to impose a nominal penalty of INR 5,00,000/- (INR Five Lakhs only) on the Parties. The Parties shall pay the penalty within sixty (60) days from the date of receipt of this order. 9. The Secre",,43,,,,,,Yes,4,"er the statutory timeline of filing a notice within 30 days of the execution of the agreement for acquisition, meaningless. 7. Thus, in view of the foregoing, the Commission observed that the Parties failed to give notice to the Commission within the time period of 30 days of execution of the agreement for acquisition, i.e., SPA1,under sub-section(2) of Section 6of the Act which attracts penalty under Section 43A of t",
CCI-1098,Share Purchase,Failure to notify,"The Commission noted that the notice in terms of sub-section (2) of Section 6 of the Act was not filed for the First Acquisition, and as per Section 43A of the Act, failure to file notice in terms of Section 6(2) of the Act is liable for penalty",Failure to notify,,,,,"he requisite information, and given the quantum of turnover of the Proposed Combination, the Commission considered it appropriate to impose a nominal penalty of INR Two Crores (INR 2,00,00,000 only) on the Acquirers. The Acquirers shall pay the penalty within sixty (60) days from the date of receipt of this order. 12. The Secretary is direc",,"he requisite information, and given the quantum of turnover of the Proposed Combination, the Commission considered it appropriate to impose a nominal penalty of INR Two Crores (INR 2,00,00,000 only) on the Acquirers. The Acquirers shall pay the penalty within sixty (60) days from the date of receipt of this order. 12. The Secretary is direc",,,,,,,,Yes,1,"2011 (“Combination Regulations”). The Commission noted that the notice in terms of sub-section (2) of Section 6 of the Act was not filed for the First Acquisition, and as per Section 43A of the Act, failure to file notice in terms of Section 6(2) of the Act is liable for penalty. 4. Further, it was observed that on 23rd April 2014, i.e., 29 days prior to filing of the notice, under sub-section (2) of Section 6 of the",
CCI-1097,Joint Venture,Failure to notify,"In terms of Section 43A of the Act, if any person or enterprise fails to give notice under sub-section (2) of Section 6 of the Act, the Commission shall impose on such person or enterprise a penalty which may extend to one per cent of the total turnover or the assets, whichever is higher, of such a combination",Failure to notify,,,,,"ce within 30 days of executing the Joint Venture Agreement and Share Purchase Agreement, the Commission considered it appropriate to impose a nominal penalty of INR 3,00,00,000/- (INR Three Crores only) on the Acquirer. The Acquirer shall pay the penalty within sixty (60) days from the date of receipt of this order. 12. The",,"ce within 30 days of executing the Joint Venture Agreement and Share Purchase Agreement, the Commission considered it appropriate to impose a nominal penalty of INR 3,00,00,000/- (INR Three Crores only) on the Acquirer. The Acquirer shall pay the penalty within sixty (60) days from the date of receipt of this order. 12. The",,,,,,,,Yes,6,"ication to the DIPP and the FIPB. However, the notice was given by the Acquirer on 31st March 2014, with a delay of around 73 days. 11. In terms of Section 43A of the Act, if any person or enterprise fails to give notice under sub-section (2) of Section 6 of the Act, the Commission shall impose on such person or enterprise a penalty which may extend to one per cent of the total turnover or the assets, whichever is hi",
CCI-1133,Amalgamation,Failure to notify,"Therefore, the Parties have failed to give notice under sub-section (2) of Section 6 of the Act",Failure to notify,,Partial,,,"considers it appropriate to impose a relatively nominal penalty on the Parties. Therefore, in exercise of the powers under Section 43A of the Act, a penalty of INR 1,00,00,000 (Rupees one crore) is imposed on the Parties. The parties to the combination shall pay the penalty within 60 days from the date of receipt of this or",,"considers it appropriate to impose a relatively nominal penalty on the Parties. Therefore, in exercise of the powers under Section 43A of the Act, a penalty of INR 1,00,00,000 (Rupees one crore) is imposed on the Parties. The parties to the combination shall pay the penalty within 60 days from the date of receipt of this or",,,,,,,,Yes,8,"the proposed combination within the time prescribed therein. Whereas, at the time of giving notice to the Commission, TCISIL had already consummated the Market Purchases. Therefore, the Parties have failed to give notice under sub-section (2) of Section 6 of the Act. 10. In terms of Section 43A of the Act, if any person or enterprise fails to give notice under sub-section (2) of Section 6 of the Act, the Commission s",
CCI-1094,Acquisition,Failure to notify,"LHR Transaction and CCA; and Etihad, being the acquirer in the combination, failed to give notice in accordance with sub-section (2) of Section 6 of the Act",Failure to notify,,Partial,,,"penalty of INR one crore would serve the ends of the justice. The Commission, therefore, in exercise of powers under Section 43A of the Act imposes a penalty of INR 1,00,00,000 (Rupees one crore) on Etihad as the obligation to give notice to the Commission, as per Regulation 9 of the Competition Commission of India (Procedur",proceedings under Section 43A of the Act,"penalty of INR one crore would serve the ends of the justice. The Commission, therefore, in exercise of powers under Section 43A of the Act imposes a penalty of INR 1,00,00,000 (Rupees one crore) on Etihad as the obligation to give notice to the Commission, as per Regulation 9 of the Competition Commission of India (Procedur",,,,,,,,,2,"). It was stated in the notice that the Parties consummated and implemented certain parts of the composite combination viz. LHR Transaction and CCA; and Etihad, being the acquirer in the combination, failed to give notice in accordance with sub-section (2) of Section 6 of the Act. Etihad was therefore COMPETITION COMMISSION OF INDIA Page 2 of 12 Fair Competition For Greater Good called upon to show cause, in writing,",
CCI-1095,Amalgamation,Delayed notification,"The Commission, in its Ordinary meeting held on 18th June, 2013, considered the said belated notice along with the application for condonation of delay and inter-alia decided to admit the belated filing in terms of Regulation 7 of the Combination Regulations, without prejudice to the action that may be taken under Section 43A of the Act",Delayed notification,,,mitigating factors as set out above before coming to a final conclusion on the penalties.,aggravating factors.,"nt to an acquisition of the shareholding of one foreign enterprise by another foreign enterprise, the Commission considers it appropriate to impose a penalty of INR 50,00,000/-(INR Fifty Lakhs only) on the Acquirers. The Acquirers shall COMPETITION COMMISSION OF INDIA Page 13 of 13 pay the penalty within sixty (60) days fr",,"nt to an acquisition of the shareholding of one foreign enterprise by another foreign enterprise, the Commission considers it appropriate to impose a penalty of INR 50,00,000/-(INR Fifty Lakhs only) on the Acquirers. The Acquirers shall COMPETITION COMMISSION OF INDIA Page 13 of 13 pay the penalty within sixty (60) days fr",,399,,,,,,Yes,2,"99 days. 5. The Commission, in its Ordinary meeting held on 18th June, 2013, considered the said belated notice along with the application for condonation of delay and inter-alia decided to admit the belated filing in terms of Regulation 7 of the Combination Regulations, without prejudice to the action that may be taken under Section 43A of the Act. The Commission in the said meeting also decided to initiate se",
CCI-1093,Joint Venture,Delayed notification,"The Commission considered the application for condonation of delay, in its meeting held on 20th February, 2013 and admitted the belated filing in terms of Regulation 7 of the Competition Commission of India (Procedure in regard to the transaction of business relating to combinations) Regulations, 2011 without prejudice to the action that may be taken under Section 43A of the Act",Delayed notification,,,,,"mount of penalty on the Acquirer under the provisions of Section 43A of the Act. Therefore, in exercise of the powers under Section 43A of the Act, a penalty of INR 1,00,00,000/- (INR One Crore only) is imposed on the Acquirer. The Acquirer shall pay the penalty within 60 days from the date of receipt of this order. 11. The",,"mount of penalty on the Acquirer under the provisions of Section 43A of the Act. Therefore, in exercise of the powers under Section 43A of the Act, a penalty of INR 1,00,00,000/- (INR One Crore only) is imposed on the Acquirer. The Acquirer shall pay the penalty within 60 days from the date of receipt of this order. 11. The",,,,,,,,Yes,1,"the time period specified in sub- section (2) of Section 6 of the Act. The Commission considered the application for condonation of delay, in its meeting held on 20th February, 2013 and admitted the belated filing in terms of Regulation 7 of the Competition Commission of India (Procedure in regard to the transaction of business relating to combinations) Regulations, 2011 without prejudice to the action that ma",
CCI-1091,,,,,,,,,,,,,,,,,,,,,,no extracted text available (PDF unreadable or scanned)
